"","region","address","village","id","network_id","network_village","network_address","takeup_survey","delay","intensive","understanding","network_missname"
"9332",3,"guojiahexi","guojia",3333109,3333083,"guojia","guojiahexi",1,0,0,0,0
"9333",3,"guojiahexi","guojia",3333121,3333083,"guojia","guojiahexi",1,0,0,0,0
"9334",3,"guojiahexi","guojia",3333082,3333085,"guojia","guojiahexi",NA,NA,NA,NA,0
"9335",3,"guojiahexi","guojia",3333079,3333085,"guojia","guojiahexi",NA,NA,NA,NA,0
"9336",3,"guojiahexi","guojia",3333086,3333085,"guojia","guojiahexi",NA,NA,NA,NA,0
"9337",3,"guojiahexi","guojia",3333083,3333085,"guojia","guojiahexi",NA,NA,NA,NA,0
"9338",3,"guojiahexi","guojia",3333109,3333086,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9339",3,"guojiahexi","guojia",3333110,3333086,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9340",3,"guojiahexi","guojia",3333082,3333086,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9341",3,"guojiahexi","guojia",3333092,3333086,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9342",3,"guojiahexi","guojia",3333079,3333086,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9343",3,"guojiahexi","guojia",3333083,3333086,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9344",3,"guojiahexi","guojia",3333088,3333086,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9345",3,"guojiahexi","guojia",3333140,3333086,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9346",3,"guojiahexi","guojia",3333119,3333086,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9347",3,"guojiahexi","guojia",3333126,3333086,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9348",3,"guojiahexi","guojia",3333112,3333086,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9349",3,"guojiahexi","guojia",3333091,3333086,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9350",3,"guojiahexi","guojia",3333121,3333086,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9351",3,"guojiahexi","guojia",3333080,3333087,"guojia","",NA,0,1,0.800000011920929,1
"9352",3,"guojiahexi","guojia",3333093,3333087,"guojia","guojiahexi",NA,0,1,0.800000011920929,1
"9353",3,"guojiahexi","guojia",3333107,3333087,"guojia","guojiahexi",NA,0,1,0.800000011920929,1
"9354",3,"guojiahexi","guojia",3333138,3333087,"guojia","",NA,0,1,0.800000011920929,1
"9355",3,"guojiahexi","guojia",3333091,3333088,"guojia","guojiahexi",0,1,1,0.200000002980232,0
"9356",3,"guojiahexi","guojia",3333092,3333088,"guojia","guojiahexi",0,1,1,0.200000002980232,0
"9357",3,"guojiahexi","guojia",3333079,3333089,"guojia","guojiahexi",1,1,0,0.800000011920929,0
"9358",3,"guojiahexi","guojia",3333086,3333090,"guojia","guojiahexi",NA,NA,NA,NA,0
"9359",3,"guojiahexi","guojia",3333082,3333091,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9360",3,"guojiahexi","guojia",3333119,3333091,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9361",3,"guojiahexi","guojia",3333092,3333091,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9362",3,"guojiahexi","guojia",3333086,3333091,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9363",3,"guojiahexi","guojia",3333080,3333092,"guojia","",0,1,1,0.200000002980232,0
"9364",3,"guojiahexi","guojia",3333081,3333092,"guojia","",0,1,1,0.200000002980232,0
"9365",3,"guojiahexi","guojia",3333088,3333093,"guojia","guojiahexi",1,1,0,0.800000011920929,0
"9366",3,"guojiahexi","guojia",3333138,3333094,"guojia","",1,1,0,0.800000011920929,1
"9367",3,"guojiahexi","guojia",3333098,3333095,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9368",3,"guojiahexi","guojia",3333123,3333095,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9369",3,"guojiahexi","guojia",3333111,3333095,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9370",3,"guojiahexi","guojia",3333103,3333095,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9371",3,"guojiahexi","guojia",3333101,3333095,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9372",3,"guojiahexi","guojia",3333084,3333095,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9373",3,"guojiahexi","guojia",3333130,3333095,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9374",3,"guojiahexi","guojia",3333079,3333096,"guojia","guojiahexi",0,1,0,0.400000005960464,0
"9375",3,"guojiahexi","guojia",3333080,3333096,"guojia","",0,1,0,0.400000005960464,0
"9376",3,"guojiahexi","guojia",3333099,3333096,"guojia","guojiahexi",0,1,0,0.400000005960464,0
"9377",3,"guojiahexi","guojia",3333098,3333096,"guojia","guojiahexi",0,1,0,0.400000005960464,0
"9378",3,"guojiahexi","guojia",3333104,3333097,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9379",3,"guojiahexi","guojia",3333098,3333097,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9380",3,"guojiahexi","guojia",3333095,3333097,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9381",3,"guojiahexi","guojia",3333099,3333097,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9382",3,"guojiahexi","guojia",3333103,3333097,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9383",3,"guojiahexi","guojia",3333130,3333097,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9384",3,"guojiahexi","guojia",3333112,3333097,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9385",3,"guojiahexi","guojia",3333088,3333098,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9386",3,"guojiahexi","guojia",3333111,3333098,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9387",3,"guojiahexi","guojia",3333123,3333098,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9388",3,"guojiahexi","guojia",3333112,3333098,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9389",3,"guojiahexi","guojia",3333119,3333098,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9390",3,"guojiahexi","guojia",3333096,3333098,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9391",3,"guojiahexi","guojia",3333099,3333098,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9392",3,"guojiahexi","guojia",3333123,3333099,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9393",3,"guojiahexi","guojia",3333101,3333100,"guojia","guojiahexi",NA,NA,NA,NA,0
"9394",3,"guojiahexi","guojia",3333088,3333100,"guojia","guojiahexi",NA,NA,NA,NA,0
"9395",3,"guojiahexi","guojia",3333103,3333101,"guojia","guojiahexi",0,0,1,0.200000002980232,0
"9396",3,"guojiahexi","guojia",3333097,3333101,"guojia","guojiahexi",0,0,1,0.200000002980232,0
"9397",3,"guojiahexi","guojia",3333130,3333101,"guojia","guojiahexi",0,0,1,0.200000002980232,0
"9398",3,"guojiahexi","guojia",3333104,3333101,"guojia","guojiahexi",0,0,1,0.200000002980232,0
"9399",3,"guojiahexi","guojia",3333104,3333102,"guojia","guojiahexi",0,0,0,0,0
"9400",3,"guojiahexi","guojia",3333111,3333102,"guojia","guojiahexi",0,0,0,0,0
"9401",3,"guojiahexi","guojia",3333130,3333103,"guojia","guojiahexi",1,0,1,0.200000002980232,0
"9402",3,"guojiahexi","guojia",3333104,3333103,"guojia","guojiahexi",1,0,1,0.200000002980232,0
"9403",3,"guojiahexi","guojia",3333099,3333103,"guojia","guojiahexi",1,0,1,0.200000002980232,0
"9404",3,"guojiahexi","guojia",3333084,3333103,"guojia","guojiahexi",1,0,1,0.200000002980232,0
"9405",3,"guojiahexi","guojia",3333132,3333103,"guojia","guojiahexi",1,0,1,0.200000002980232,0
"9406",3,"guojiahexi","guojia",3333101,3333103,"guojia","guojiahexi",1,0,1,0.200000002980232,0
"9407",3,"guojiahexi","guojia",3333120,3333103,"guojia","guojiahexi",1,0,1,0.200000002980232,0
"9408",3,"guojiahexi","guojia",3333096,3333104,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9409",3,"guojiahexi","guojia",3333099,3333104,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9410",3,"guojiahexi","guojia",3333102,3333104,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9411",3,"guojiahexi","guojia",3333081,3333105,"guojia","",NA,0,1,1,1
"9412",3,"guojiahexi","guojia",3333107,3333105,"guojia","guojiahexi",NA,0,1,1,1
"9413",3,"guojiahexi","guojia",3333120,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9414",3,"guojiahexi","guojia",3333086,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9415",3,"guojiahexi","guojia",3333138,3333106,"guojia","",1,1,0,0.600000023841858,0
"9416",3,"guojiahexi","guojia",3333095,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9417",3,"guojiahexi","guojia",3333119,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9418",3,"guojiahexi","guojia",3333110,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9419",3,"guojiahexi","guojia",3333130,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9420",3,"guojiahexi","guojia",3333098,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9421",3,"guojiahexi","guojia",3333091,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9422",3,"guojiahexi","guojia",3333126,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9423",3,"guojiahexi","guojia",3333103,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9424",3,"guojiahexi","guojia",3333104,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9425",3,"guojiahexi","guojia",3333112,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9426",3,"guojiahexi","guojia",3333102,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9427",3,"guojiahexi","guojia",3333101,3333106,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9428",3,"guojiahexi","guojia",3333106,3333107,"guojia","guojiahexi",1,1,1,1,0
"9429",3,"guojiahexi","guojia",3333081,3333108,"guojia","",1,1,0,0.600000023841858,1
"9430",3,"guojiahexi","guojia",3333097,3333108,"guojia","guojiahexi",1,1,0,0.600000023841858,0
"9431",3,"guojiahexi","guojia",3333091,3333109,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9432",3,"guojiahexi","guojia",3333111,3333109,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9433",3,"guojiahexi","guojia",3333102,3333109,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9434",3,"guojiahexi","guojia",3333132,3333109,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9435",3,"guojiahexi","guojia",3333103,3333109,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9436",3,"guojiahexi","guojia",3333126,3333109,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9437",3,"guojiahexi","guojia",3333101,3333109,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9438",3,"guojiahexi","guojia",3333084,3333109,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9439",3,"guojiahexi","guojia",3333093,3333109,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9440",3,"guojiahexi","guojia",3333111,3333110,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9441",3,"guojiahexi","guojia",3333093,3333110,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9442",3,"guojiahexi","guojia",3333106,3333110,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9443",3,"guojiahexi","guojia",3333120,3333110,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9444",3,"guojiahexi","guojia",3333086,3333110,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9445",3,"guojiahexi","guojia",3333092,3333110,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9446",3,"guojiahexi","guojia",3333119,3333110,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9447",3,"guojiahexi","guojia",3333121,3333110,"guojia","guojiahexi",1,1,1,0.600000023841858,0
"9448",3,"guojiahexi","guojia",3333112,3333111,"guojia","guojiahexi",1,1,0,0.200000002980232,0
"9449",3,"guojiahexi","guojia",3333095,3333111,"guojia","guojiahexi",1,1,0,0.200000002980232,0
"9450",3,"guojiahexi","guojia",3333079,3333111,"guojia","guojiahexi",1,1,0,0.200000002980232,0
"9451",3,"guojiahexi","guojia",3333097,3333112,"guojia","guojiahexi",0,0,0,0.400000005960464,0
"9452",3,"guojiahexi","guojia",3333106,3333112,"guojia","guojiahexi",0,0,0,0.400000005960464,0
"9453",3,"guojiahexi","guojia",3333095,3333112,"guojia","guojiahexi",0,0,0,0.400000005960464,0
"9454",3,"guojiahexi","guojia",3333098,3333112,"guojia","guojiahexi",0,0,0,0.400000005960464,0
"9455",3,"guojiahexi","guojia",3333080,3333113,"guojia","",0,1,1,1,0
"9456",3,"guojiahexi","guojia",3333138,3333113,"guojia","",0,1,1,1,0
"9457",3,"guojiahexi","guojia",3333102,3333114,"guojia","guojiahexi",0,0,0,NA,0
"9458",3,"guojiahexi","guojia",3333107,3333114,"guojia","guojiahexi",0,0,0,NA,1
"9459",3,"guojiahexi","guojia",3333115,3333114,"guojia","guojiahexi",0,0,0,NA,0
"9460",3,"guojiahexi","guojia",3333093,3333114,"guojia","guojiahexi",0,0,0,NA,1
"9461",3,"guojiahexi","guojia",3333131,3333114,"guojia","guojiahexi",0,0,0,NA,0
"9462",3,"guojiahexi","guojia",3333102,3333115,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9463",3,"guojiahexi","guojia",3333132,3333115,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9464",3,"guojiahexi","guojia",3333131,3333115,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9465",3,"guojiahexi","guojia",3333110,3333115,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9466",3,"guojiahexi","guojia",3333120,3333115,"guojia","guojiahexi",0,1,0,0.200000002980232,0
"9467",3,"guojiahexi","guojia",3333131,3333116,"guojia","guojiahexi",0,0,0,NA,0
"9468",3,"guojiahexi","guojia",3333131,3333117,"guojia","guojiahexi",0,0,0,0,0
"9469",3,"guojiahexi","guojia",3333097,3333118,"guojia","guojiahexi",0,1,1,0,0
"9470",3,"guojiahexi","guojia",3333131,3333118,"guojia","guojiahexi",0,1,1,0,0
"9471",3,"guojiahexi","guojia",3333122,3333118,"guojia","guojiahexi",0,1,1,0,0
"9472",3,"guojiahexi","guojia",3333093,3333119,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9473",3,"guojiahexi","guojia",3333084,3333119,"guojia","guojiahexi",0,0,1,0.800000011920929,0
"9474",3,"guojiahexi","guojia",3333115,3333120,"guojia","guojiahexi",0,1,0,0.400000005960464,0
"9475",3,"guojiahexi","guojia",3333113,3333120,"guojia","guojiahexi",0,1,0,0.400000005960464,0
"9476",3,"guojiahexi","guojia",3333118,3333120,"guojia","guojiahexi",0,1,0,0.400000005960464,0
"9477",3,"guojiahexi","guojia",3333122,3333120,"guojia","guojiahexi",0,1,0,0.400000005960464,0
"9478",3,"guojiahexi","guojia",3333083,3333121,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9479",3,"guojiahexi","guojia",3333110,3333121,"guojia","guojiahexi",0,0,0,0.200000002980232,0
"9480",3,"guojiahexi","guojia",3333126,3333122,"guojia","guojiahexi",0,0,1,0,0
"9481",3,"guojiahexi","guojia",3333088,3333122,"guojia","guojiahexi",0,0,1,0,0
"9482",3,"guojiahexi","guojia",3333084,3333122,"guojia","guojiahexi",0,0,1,0,0
"9483",3,"guojiahexi","guojia",3333097,3333122,"guojia","guojiahexi",0,0,1,0,0
"9484",3,"guojiahexi","guojia",3333118,3333122,"guojia","guojiahexi",0,0,1,0,0
"9485",3,"guojiahexi","guojia",3333096,3333122,"guojia","guojiahexi",0,0,1,0,0
"9486",3,"guojiahexi","guojia",3333122,3333123,"guojia","guojiahexi",0,1,0,0.400000005960464,0
"9487",3,"guojiahexi","guojia",3333118,3333123,"guojia","guojiahexi",0,1,0,0.400000005960464,0
"9488",3,"guojiahexi","guojia",3333113,3333123,"guojia","guojiahexi",0,1,0,0.400000005960464,0
"9489",3,"guojiahexi","guojia",3333123,3333123,"guojia","guojiahexi",0,1,0,0.400000005960464,0
"9490",3,"guojiahexi","guojia",3333122,3333124,"guojia","guojiahexi",NA,NA,NA,NA,0
"9491",3,"guojiahexi","guojia",3333096,3333124,"guojia","guojiahexi",NA,NA,NA,NA,0
"9492",3,"guojiahexi","guojia",3333118,3333124,"guojia","guojiahexi",NA,NA,NA,NA,0
"9493",3,"guojiahexi","guojia",3333123,3333124,"guojia","guojiahexi",NA,NA,NA,NA,0
"9494",3,"guojiahexi","guojia",3333126,3333125,"guojia","guojiahexi",NA,NA,NA,NA,0
"9495",3,"guojiahexi","guojia",3333096,3333125,"guojia","guojiahexi",NA,NA,NA,NA,0
"9496",3,"guojiahexi","guojia",3333113,3333125,"guojia","guojiahexi",NA,NA,NA,NA,0
"9497",3,"guojiahexi","guojia",3333122,3333125,"guojia","guojiahexi",NA,NA,NA,NA,0
"9498",3,"guojiahexi","guojia",3333091,3333126,"guojia","guojiahexi",0,0,1,0.600000023841858,0
"9499",3,"guojiahexi","guojia",3333109,3333126,"guojia","guojiahexi",0,0,1,0.600000023841858,0
"9500",3,"guojiahexi","guojia",3333107,3333126,"guojia","guojiahexi",0,0,1,0.600000023841858,0
"9501",3,"guojiahexi","guojia",3333115,3333127,"guojia","guojiahexi",0,0,0,0,0
"9502",3,"guojiahexi","guojia",3333110,3333127,"guojia","guojiahexi",0,0,0,0,0
"9503",3,"guojiahexi","guojia",3333083,3333128,"guojia","guojiahexi",0,0,1,NA,0
"9504",3,"guojiahexi","guojia",3333095,3333130,"guojia","guojiahexi",0,0,1,0.200000002980232,0
"9505",3,"guojiahexi","guojia",3333115,3333131,"guojia","guojiahexi",1,1,1,1,0
"9506",3,"guojiahexi","guojia",3333132,3333131,"guojia","guojiahexi",1,1,1,1,0
"9507",3,"guojiahexi","guojia",3333080,3333132,"guojia","",0,1,1,0,0
"9508",3,"guojiahexi","guojia",3333081,3333133,"guojia","",NA,0,1,1,1
"9509",3,"guojiahexi","guojia",3333113,3333135,"guojia","guojiahexi",NA,NA,NA,NA,0
"9510",3,"guojiahexi","guojia",3333113,3333137,"guojia","guojiahexi",NA,NA,NA,NA,0
"9511",3,"guojiahexi","guojia",3333083,3333138,"guojia","guojiahexi",1,1,0,1,0
"9512",3,"guojiahexi","guojia",3333106,3333138,"guojia","guojiahexi",1,1,0,1,0
"9513",3,"guojiahexi","guojia",3333132,3333140,"guojia","guojiahexi",0,0,1,0,0
"9514",3,"xingzengxingzeng1","xingzeng",3334042,3334002,"xingzeng","xingzengxingzeng1",NA,NA,NA,NA,0
"9515",3,"xingzengxingzeng1","xingzeng",3334057,3334003,"xingzeng","xingzengxingzeng1",1,0,1,0.800000011920929,0
"9516",3,"xingzengxingzeng1","xingzeng",3334058,3334003,"xingzeng","xingzengxingzeng1",1,0,1,0.800000011920929,0
"9517",3,"xingzengxingzeng2","xingzeng",3334102,3334004,"xingzeng","xingzengxingzeng1",1,1,0,0.600000023841858,0
"9518",3,"xingzengxingzeng1","xingzeng",3334032,3334005,"xingzeng","xingzengxingzeng1",NA,0,1,1,1
"9519",3,"xingzengxingzeng1","xingzeng",3334049,3334005,"xingzeng","",NA,0,1,1,1
"9520",3,"xingzengxingzeng1","xingzeng",3334051,3334006,"xingzeng","xingzengxingzeng1",0,1,0,0,0
"9521",3,"xingzengxingzeng1","xingzeng",3334019,3334006,"xingzeng","xingzengxingzeng1",0,1,0,0,0
"9522",3,"xingzengxingzeng2","xingzeng",3334093,3334006,"xingzeng","xingzengxingzeng1",0,1,0,0,0
"9523",3,"xingzengxingzeng1","xingzeng",3334013,3334007,"xingzeng","xingzengxingzeng1",1,1,0,0.600000023841858,0
"9524",3,"xingzengxingzeng1","xingzeng",3334045,3334007,"xingzeng","xingzengxingzeng1",1,1,0,0.600000023841858,0
"9525",3,"xingzengxingzeng1","xingzeng",3334042,3334007,"xingzeng","xingzengxingzeng1",1,1,0,0.600000023841858,0
"9526",3,"xingzengxingzeng1","xingzeng",3334024,3334007,"xingzeng","xingzengxingzeng1",1,1,0,0.600000023841858,0
"9527",3,"xingzengxingzeng1","xingzeng",3334018,3334007,"xingzeng","xingzengxingzeng1",1,1,0,0.600000023841858,0
"9528",3,"xingzengxingzeng1","xingzeng",3334038,3334007,"xingzeng","xingzengxingzeng1",1,1,0,0.600000023841858,0
"9529",3,"xingzengxingzeng1","xingzeng",3334024,3334008,"xingzeng","xingzengxingzeng1",NA,NA,NA,NA,0
"9530",3,"xingzengxingzeng2","xingzeng",3334079,3334010,"xingzeng","xingzengxingzeng1",NA,NA,NA,NA,0
"9531",3,"xingzengxingzeng2","xingzeng",3334075,3334010,"xingzeng","xingzengxingzeng1",NA,NA,NA,NA,0
"9532",3,"xingzengxingzeng1","xingzeng",3334004,3334011,"xingzeng","xingzengxingzeng1",1,0,0,NA,0
"9533",3,"xingzengxingzeng1","xingzeng",3334024,3334011,"xingzeng","xingzengxingzeng1",1,0,0,NA,0
"9534",3,"xingzengxingzeng1","xingzeng",3334032,3334011,"xingzeng","xingzengxingzeng1",1,0,0,NA,0
"9535",3,"xingzengxingzeng1","xingzeng",3334024,3334012,"xingzeng","xingzengxingzeng2",NA,NA,NA,NA,0
"9536",3,"xingzengxingzeng1","xingzeng",3334052,3334013,"xingzeng","xingzengxingzeng1",1,1,0,0.800000011920929,0
"9537",3,"xingzengxingzeng1","xingzeng",3334039,3334013,"xingzeng","",1,1,0,0.800000011920929,1
"9538",3,"xingzengxingzeng2","xingzeng",3334081,3334014,"xingzeng","xingzengxingzeng1",1,0,1,0.600000023841858,0
"9539",3,"xingzengxingzeng1","xingzeng",3334043,3334014,"xingzeng","xingzengxingzeng1",1,0,1,0.600000023841858,0
"9540",3,"xingzengxingzeng1","xingzeng",3334015,3334014,"xingzeng","xingzengxingzeng1",1,0,1,0.600000023841858,0
"9541",3,"xingzengxingzeng2","xingzeng",3334065,3334015,"xingzeng","xingzengxingzeng2",0,0,1,NA,0
"9542",3,"xingzengxingzeng1","xingzeng",3334049,3334016,"xingzeng","",1,1,1,0.200000002980232,0
"9543",3,"xingzengxingzeng2","xingzeng",3334075,3334016,"xingzeng","xingzengxingzeng1",1,1,1,0.200000002980232,0
"9544",3,"xingzengxingzeng1","xingzeng",3334039,3334016,"xingzeng","",1,1,1,0.200000002980232,0
"9545",3,"xingzengxingzeng1","xingzeng",3334032,3334016,"xingzeng","xingzengxingzeng1",1,1,1,0.200000002980232,0
"9546",3,"xingzengxingzeng1","xingzeng",3334007,3334018,"xingzeng","xingzengxingzeng1",1,0,0,0.200000002980232,0
"9547",3,"xingzengxingzeng1","xingzeng",3334024,3334018,"xingzeng","xingzengxingzeng1",1,0,0,0.200000002980232,0
"9548",3,"xingzengxingzeng2","xingzeng",3334120,3334018,"xingzeng","xingzengxingzeng1",1,0,0,0.200000002980232,0
"9549",3,"xingzengxingzeng2","xingzeng",3334095,3334019,"xingzeng","xingzengxingzeng1",0,1,1,0.600000023841858,0
"9550",3,"xingzengxingzeng1","xingzeng",3334042,3334019,"xingzeng","xingzengxingzeng1",0,1,1,0.600000023841858,0
"9551",3,"xingzengxingzeng1","xingzeng",3334006,3334019,"xingzeng","xingzengxingzeng1",0,1,1,0.600000023841858,0
"9552",3,"xingzengxingzeng2","xingzeng",3334093,3334019,"xingzeng","xingzengxingzeng1",0,1,1,0.600000023841858,0
"9553",3,"xingzengxingzeng1","xingzeng",3334051,3334019,"xingzeng","xingzengxingzeng1",0,1,1,0.600000023841858,0
"9554",3,"xingzengxingzeng1","xingzeng",3334013,3334020,"xingzeng","xingzengxingzeng1",1,1,1,1,1
"9555",3,"xingzengxingzeng1","xingzeng",3334045,3334020,"xingzeng","xingzengxingzeng1",1,1,1,1,1
"9556",3,"xingzengxingzeng1","xingzeng",3334036,3334021,"xingzeng","xingzengxingzeng1",0,0,0,NA,0
"9557",3,"xingzengxingzeng1","xingzeng",3334040,3334023,"xingzeng","xingzengxingzeng1",1,1,1,0.800000011920929,0
"9558",3,"xingzengxingzeng1","xingzeng",3334032,3334023,"xingzeng","xingzengxingzeng1",1,1,1,0.800000011920929,0
"9559",3,"xingzengxingzeng1","xingzeng",3334035,3334024,"xingzeng","xingzengxingzeng1",1,0,0,0.200000002980232,0
"9560",3,"xingzengxingzeng1","xingzeng",3334020,3334025,"xingzeng","xingzengxingzeng1",NA,NA,NA,NA,1
"9561",3,"xingzengxingzeng1","xingzeng",3334013,3334025,"xingzeng","xingzengxingzeng1",NA,NA,NA,NA,1
"9562",3,"xingzengxingzeng1","xingzeng",3334011,3334025,"xingzeng","xingzengxingzeng1",NA,NA,NA,NA,0
"9563",3,"xingzengxingzeng1","xingzeng",3334047,3334025,"xingzeng","xingzengxingzeng1",NA,NA,NA,NA,0
"9564",3,"xingzengxingzeng1","xingzeng",3334040,3334028,"xingzeng","xingzengxingzeng1",1,1,1,1,0
"9565",3,"xingzengxingzeng1","xingzeng",3334039,3334029,"xingzeng","",NA,0,1,0.5,1
"9566",3,"xingzengxingzeng1","xingzeng",3334043,3334030,"xingzeng","xingzengxingzeng1",0,0,0,0.600000023841858,0
"9567",3,"xingzengxingzeng1","xingzeng",3334027,3334030,"xingzeng","xingzengxingzeng1",0,0,0,0.600000023841858,0
"9568",3,"xingzengxingzeng1","xingzeng",3334039,3334031,"xingzeng","",1,1,1,0,0
"9569",3,"xingzengxingzeng2","xingzeng",3334111,3334032,"xingzeng","xingzengxingzeng1",0,1,1,0.400000005960464,0
"9570",3,"xingzengxingzeng1","xingzeng",3334015,3334032,"xingzeng","xingzengxingzeng1",0,1,1,0.400000005960464,0
"9571",3,"xingzengxingzeng1","xingzeng",3334042,3334032,"xingzeng","xingzengxingzeng1",0,1,1,0.400000005960464,0
"9572",3,"xingzengxingzeng1","xingzeng",3334045,3334033,"xingzeng","xingzengxingzeng1",0,1,0,1,0
"9573",3,"xingzengxingzeng2","xingzeng",3334111,3334033,"xingzeng","xingzengxingzeng1",0,1,0,1,0
"9574",3,"xingzengxingzeng1","xingzeng",3334013,3334033,"xingzeng","xingzengxingzeng1",0,1,0,1,0
"9575",3,"xingzengxingzeng1","xingzeng",3334020,3334033,"xingzeng","xingzengxingzeng1",0,1,0,1,0
"9576",3,"xingzengxingzeng2","xingzeng",3334111,3334034,"xingzeng","xingzengxingzeng1",NA,NA,NA,NA,0
"9577",3,"xingzengxingzeng1","xingzeng",3334020,3334034,"xingzeng","xingzengxingzeng1",NA,NA,NA,NA,1
"9578",3,"xingzengxingzeng1","xingzeng",3334042,3334035,"xingzeng","xingzengxingzeng1",0,0,0,NA,0
"9579",3,"xingzengxingzeng2","xingzeng",3334120,3334036,"xingzeng","xingzengxingzeng2",0,1,0,0.800000011920929,0
"9580",3,"xingzengxingzeng1","xingzeng",3334004,3334036,"xingzeng","xingzengxingzeng1",0,1,0,0.800000011920929,0
"9581",3,"xingzengxingzeng1","xingzeng",3334051,3334036,"xingzeng","xingzengxingzeng1",0,1,0,0.800000011920929,0
"9582",3,"xingzengxingzeng1","xingzeng",3334049,3334037,"xingzeng","",NA,0,1,1,1
"9583",3,"xingzengxingzeng1","xingzeng",3334040,3334038,"xingzeng","xingzengxingzeng1",1,1,0,0.400000005960464,0
